ex-idx ,doc-url,doc-url-hash,model-name,output,INT,INT & AIS,Flagged,Q1,Q2,# agree (INT),# agree (AIS)
371:5,NA,NA,wow-reference,"the main difference is that the ""fortepianos"", as they were then called, had a quieter sound and smaller range than their modern counterparts.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
111:3,NA,NA,wow-t5,"yes, there are competitions for unmarried women like the big four international beauty pageants.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,3
2:8,NA,NA,wow-controlled_t5,"the noun is related to the latin verb ""genui, genitus"", ""to bring into being, create, produce""",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
8:1,NA,NA,wow-dinan_et_al,purple is a color intermediate between blue and red.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
740:4,NA,NA,wow-dodeca,"in the 19th century, it came to refer to humorous illustrations in magazines and newspapers.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
662:4,NA,NA,wow-dinan_et_al,"i would love to visit the louvre museum in london, the most visited museum in the united states.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
790:6,NA,NA,wow-controlled_t5,pigskin is used in apparel and on seats of saddles.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
253:2,NA,NA,wow-reference,"i'll often watch shows or spend too much time playing video games, as i am very alert from 10pm onwards.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
902:1,NA,NA,wow-reference,i am sorry to hear that and im not but my mom is. the treatment of widows and widowers around the world varies its a case by case thing.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
778:5,NA,NA,wow-dinan_et_al,"i like mine too. i also like herbs, herbs and herbs.",0,0,0,"No, the response is unclear.",,4,-1
413:4,NA,NA,wow-controlled_t5,it is an important historical region and cultural area in the americas.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
646:5,NA,NA,wow-t5,"i'm not sure, but the tongue is still a popular site to pierce in the western world, but it has declined in popularity since 2011",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
773:2,NA,NA,wow-controlled_t5,"it can be topped with vegetables, meats, and condiments, and can be made without cheese.",0,0,1,,,-1,-1
742:2,NA,NA,wow-reference,"i'm not sure, but usually there isn't a specified cause looked for. it's mostly attributed to muscle or joint strain.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
249:6,NA,NA,wow-reference,it's because of a japanese local autonomy law that makes each ward autonomous. not sure about the police.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
437:2,NA,NA,wow-dinan_et_al,they formed in 1981 by lars ulrich and james hetfield.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
261:1,NA,NA,wow-reference,anything hip hop because it complements attitudes and just the culture.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
585:1,NA,NA,wow-dinan_et_al,i love dogs! they are the most widely abundant terrestrial carnivore.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
513:7,NA,NA,wow-dinan_et_al,it depends on the effects of the color spectrum.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
18:4,NA,NA,wow-t5,"yes it was. typical cake ingredients are flour, sugar, eggs, butter or oil or margarine, a liquid, and leavening agents, such as baking soda or baking powder.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
42:1,NA,NA,wow-reference,"i'm not very good at drawing, i did like to mess around with crayons and wax colored pencils when i was younger though.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
39:3,NA,NA,wow-reference,"a bakery model would have to figure out how to create, deliver, and capture value, in economic, social, cultural or other contexts.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
536:1,NA,NA,wow-dinan_et_al,"i'm not sure, but i do know that it's a detective agatha christie's poirot.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
253:8,NA,NA,wow-controlled_t5,"yes, it is! some night owls who have difficulty adopting normal sleeping may have delayed sleep-phase disorder.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
960:7,NA,NA,wow-reference,yeah pho is a popular street food in vietnam and the specialty of a number of chains around the world,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
368:2,NA,NA,wow-controlled_t5,tom and jerry is an american animated series of short films created in 1940,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
382:9,NA,NA,wow-controlled_t5,"europe, 15 million, and 14 million in japan",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
951:4,NA,NA,wow-t5,i haven't quit. i think i would quit because it's more of a ceremonial way to smoke.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
379:4,NA,NA,wow-dinan_et_al,i live in new york city,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
376:7,NA,NA,wow-t5,"yes, you should try to focus on your well-being, if you want to achieve happiness, but not if you want to be a negative person.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
149:2,NA,NA,wow-controlled_t5,"yes, it has been used as a geographical, cultural, and later religious identifier for people indigenous to south asia.",0,0,1,,,-1,-1
384:3,NA,NA,wow-dodeca,"since the 1970s, skateparks have been constructed specifically for use by skateboarders.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
651:5,NA,NA,wow-reference,shellac was once used in electrical applications,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
153:10,NA,NA,wow-controlled_t5,"finance can be broken into three sub-categories: public finance, corporate finance and personal finance.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
324:1,NA,NA,wow-dinan_et_al,i love taco's! they're a fast food chain that specializes in mexican cuisine.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
957:5,NA,NA,wow-controlled_t5,"they are mainly powered by diesel engines, but there are also smaller trucks with gasoline engines.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
713:1,NA,NA,wow-t5,maine coons are one of the largest domesticated breeds of cat,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
441:7,NA,NA,wow-t5,"yes, it's really popular! the yoga sutras of patanjali were a great example!",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
690:5,NA,NA,wow-t5,"i was a kawasaki, but i also had a wankel. i like a two stroke bike.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
36:1,NA,NA,wow-dodeca,it specializes in streaming media and video-on-demand online and dvd by mail.,0,0,1,,,-1,-1
274:8,NA,NA,wow-controlled_t5,a potato pancake,1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
611:1,NA,NA,wow-dinan_et_al,i wear glasses for vision correction.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
674:1,NA,NA,wow-dodeca,lepidoptera ) is an order of insects that includes butterflies and moths,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
550:4,NA,NA,wow-dinan_et_al,"i'm not sure, but the violin is also known as the fiddle.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
288:6,NA,NA,wow-reference,vegan diets are good for all stages of life including pregnancy.,1,0,0,"Yes, I understand it.","No, not fully attributable.",3,2
454:2,NA,NA,wow-controlled_t5,"yes, pizza hut has over 16,000 locations worldwide as of 2015.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
509:4,NA,NA,wow-dinan_et_al,"yes, it is a process of building building the building of the building of the building.",0,0,0,"No, the response is unclear.",,5,-1
403:3,NA,NA,wow-dinan_et_al,"in the united kingdom, the word walking refers to the use of walking",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
869:5,NA,NA,wow-controlled_t5,"the team is coached by brian kelly. it plays at the notre dame stadium, which has a capacity of 77,622.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
191:6,NA,NA,wow-dodeca,"i'm not sure, but the breed belongs to the spitz genetic family.",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
786:9,NA,NA,wow-dodeca,"well, rome is one of the most important tourist destinations in the world, so it would be a good choice.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
881:3,NA,NA,wow-t5,dance is theatrical and participatory dance,1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,2
459:7,NA,NA,wow-dodeca,it is one of the world's most important economic sectors by revenue.,0,0,1,,,-1,-1
30:1,NA,NA,wow-dinan_et_al,"yes, i do. it's a team sport played on three-on-three-on-three.",1,0,0,"Yes, I understand it.","No, not fully attributable.",3,3
322:1,NA,NA,wow-reference,"my parents are from kentucky! i have only been to east, south-central region state a few times",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
463:5,NA,NA,wow-controlled_t5,"a good parent may be referred to as a ""good parent""",0,0,0,"No, the response is unclear.",,3,-1
222:6,NA,NA,wow-reference,"when the heat source for grilling comes from above, grilling is called broiling.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
437:2,NA,NA,wow-reference,yep they are! they formed in 1981 by drummer lars ulrich and vocalist/guitarist james hetfield.,1,0,0,"Yes, I understand it.","No, not fully attributable.",4,2
289:7,NA,NA,wow-dinan_et_al,they serve over 69 million customers daily in over 100 countries!,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
669:7,NA,NA,wow-t5,the term ethical vegan is used to refer to those who not only follow a vegan diet but extend the philosophy into other areas of their lives.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
675:4,NA,NA,wow-dodeca,some pizzerias provide pizza by the slice and whole pizza pies,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
53:4,NA,NA,wow-t5,they have also won two american music awards and five iheartradio music awards,0,0,1,,,-1,-1
232:7,NA,NA,wow-dodeca,i am not sure but i do know that their long association with humans has led dogs to be uniquely attuned to human behavior,1,0,0,"Yes, I understand it.","No, not fully attributable.",3,3
819:1,NA,NA,wow-dinan_et_al,i have! it's an american fantasy drama television series created by david benioff and d. b. weiss.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
852:4,NA,NA,wow-dodeca,"cooking techniques and ingredients vary widely across the world, from grilling food over an open fire to using electric stoves, to baking in various types of ovens, reflecting unique environmental, economic, and cultural traditions and trends.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
933:4,NA,NA,wow-dodeca,they are more of a centerpiece to the wedding and are not always even served to the guests.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",2,2
309:4,NA,NA,wow-controlled_t5,"he did. his work includes epilepsy, bipolar disorder, sunstroke, and ménière's disease.",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,3
181:7,NA,NA,wow-dodeca,"i prefer nike, they are the world's largest supplier of athletic shoes and apparel",1,0,0,"Yes, I understand it.","No, not fully attributable.",3,3
710:1,NA,NA,wow-controlled_t5,"yes, red hair occurs naturally in 1-2% of the population",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
109:1,NA,NA,wow-reference,"no, i dont, the piano is an acoustic, stringed musical instrument",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
497:9,NA,NA,wow-reference,"yep. it's actually caused by inadequate foundation on the ground. it's too soft on one side, so the tower began to tilt in the 12th century. someone really messed up!",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
939:1,NA,NA,wow-controlled_t5,"yes, anxiety is a worry about future events and fear is a reaction to current events.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
165:1,NA,NA,wow-controlled_t5,"hiking is the preferred term in canada and the united states, for a long, vigorous walk, usually on trails (footpaths), in the countryside, while the word walking is used for shorter, particularly urban walks.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
570:6,NA,NA,wow-t5,well steaks are usually grilled but can be pan-fried or broiled.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
758:7,NA,NA,wow-reference,no it is more of a smart speaker with amazon where a to amazon prime is a membership for shipping from amazon.,1,0,0,"Yes, I understand it.","No, not fully attributable.",3,3
706:3,NA,NA,wow-controlled_t5,it is the world's second-largest country by total area,0,0,1,,,-1,-1
826:8,NA,NA,wow-reference,that is correct. the agreement is governed by the contract so the partners are protected,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
116:2,NA,NA,wow-reference,"yeah, i don't like it either. they use leather for shoes, hats, jackets, skirts and belts. also they use in in furniture, books and wallets. couldn't they use something else?",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
502:4,NA,NA,wow-reference,"in 2016 there were over 8.5 m illion people in new york city. that is alot of people, im not sure how far that is from syracuse though",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
57:5,NA,NA,wow-dinan_et_al,"i'm not sure, but i do know that it was established in norway.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
905:7,NA,NA,wow-t5,"they are ranked 57th by ""rolling stone"" magazine in its the greatest artists of all time issue",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
928:4,NA,NA,wow-controlled_t5,bandy is a team winter sport played on ice.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
268:1,NA,NA,wow-controlled_t5,"yes, it is a highly skilled form of riding performed in exhibition and competition,",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
421:3,NA,NA,wow-controlled_t5,sonya blade is a video game character in the mortal kombat fighting game franchise from midway games,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
24:2,NA,NA,wow-controlled_t5,"it has ten provinces and three territories, covering, making it the world's second-largest country by total area",0,0,1,,,-1,-1
392:6,NA,NA,wow-reference,"no but seattle seems like a cool city, want to visit washington sometime",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
21:1,NA,NA,wow-reference,i went on a very cool cruise this past january. cruises are pleasure voyages and the voyage along with the amenities are all part of the experience. we traveled to mexico.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
159:6,NA,NA,wow-dodeca,the campaign theme is the central message that will be received in the promotional activities,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
746:8,NA,NA,wow-controlled_t5,kevin johnson is the new ceo,1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
773:2,NA,NA,wow-dodeca,"i like it topped with vegetables, meats, and condiments.",1,0,0,"Yes, I understand it.","No, not fully attributable.",2,2
907:5,NA,NA,wow-controlled_t5,wuthering heights is emily bront's only novel.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
442:8,NA,NA,wow-controlled_t5,"the company has added salads, fish, smoothies, and fruit in response to changing consumer tastes.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
94:3,NA,NA,wow-dinan_et_al,"i'm not sure, but i do know that it's a lot of economic and economic dependence.",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
541:4,NA,NA,wow-dinan_et_al,"no, i have not, but i have a friend who has a decreased ability to see color blindness.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
649:3,NA,NA,wow-dinan_et_al,there are many reasons for health-related reasons.,1,0,0,"Yes, I understand it.","No, not fully attributable.",3,2
877:6,NA,NA,wow-reference,"well, in part, it's due to domestic migration. over 300,000 people migrated there from 2010 to 2016",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,3
68:2,NA,NA,wow-controlled_t5,the term deep sea creature refers to organisms that live below the photic zone of the ocean.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
369:9,NA,NA,wow-t5,the next one will be in july of 2016 - there are currently eight events!,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
677:3,NA,NA,wow-t5,"well, the official languages are spanish and english.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
685:6,NA,NA,wow-reference,"well, actually there is no established guidelines specific to these principles but with some concrete induction we may come the same conclusion too indeed",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
644:4,NA,NA,wow-dinan_et_al,the first time they used the golden arches logo was in 1953,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
37:4,NA,NA,wow-reference,"i have, i also play football but i still get sad, anxious, and feel empty most days.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
85:7,NA,NA,wow-t5,"well, another 10% of cancers are due to obesity, poor diet, lack of physical activity, and excessive drinking of alcohol. i think that's probably a good way to prevent it.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
407:6,NA,NA,wow-t5,"i haven't, but i've heard of couscous as a dish of steamed balls of crushed durum wheat semolina. it's a great dish.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
734:7,NA,NA,wow-dinan_et_al,"i'm not sure, but i do know that there are a lot of community schools in the united states.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
45:4,NA,NA,wow-t5,"the most important ingredient is the chicken, beef, and vegetables.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
819:5,NA,NA,wow-dodeca,"i'm not sure but i do know that it is filmed in belfast and elsewhere in the uk, canada, croatia, iceland, morocco, spain, and the united states.",1,0,0,"Yes, I understand it.","No, not fully attributable.",2,2
631:1,NA,NA,wow-t5,i really like the chronicles of thomas covenant series.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
63:7,NA,NA,wow-dinan_et_al,yellow was the color associated with the pope and the pope.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
917:5,NA,NA,wow-dodeca,"there is currently no set definition as to what constitutes as a tiny house; however, a residential structure under is generally accepted to be a tiny home",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
507:5,NA,NA,wow-reference,i don't know. the sound waves from the strings of an acoustic guitar resonates through the body of the guitar,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
777:1,NA,NA,wow-dinan_et_al,camping is a type of outdoor activity where you stay overnight or outdoors.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
686:1,NA,NA,wow-t5,"no, i have not. it is a car manufactured by ford",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
600:4,NA,NA,wow-dodeca,lip synching is when a performer mimes to a previously produced studio recording with the lead vocal intact,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
41:3,NA,NA,wow-reference,i like big brother. another thing i like about reality shows is that they usually have confessionals. i like to hear their thoughts.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
779:7,NA,NA,wow-dodeca,"tax evasion is the illegal evasion of taxes by individuals, corporations, and trusts.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
364:1,NA,NA,wow-reference,i guess today technology with tinder and other online apps dating should have been easier but it has only gotten more tedious. thankfully i don't have to stress with that myself buy my friends do.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
706:9,NA,NA,wow-dodeca,canada was established by france in 1535,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
369:1,NA,NA,wow-reference,"my kids love it! it's part of the ""my little pony"" toy franchise - my kids watch the show and have the toys!",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
811:8,NA,NA,wow-controlled_t5,"he featured on the hooks for both singles, becoming recognized as a solo artist.",0,0,1,,,-1,-1
484:8,NA,NA,wow-t5,"yea, fingers and thumbs are good",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,2
742:2,NA,NA,wow-dinan_et_al,"i don't know much about it, but i do know that it can be caused by low pain.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
165:3,NA,NA,wow-dodeca,i have not hiked the appallacian trail but i have hiked the appalachian national scenic trail.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
89:4,NA,NA,wow-reference,yes! any brit with a television has to pay an annual fee which helps fund the bbc.,1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
746:2,NA,NA,wow-dinan_et_al,"starbucks was founded in 1971 in seattle, washington.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
351:4,NA,NA,wow-controlled_t5,"horses in the subspecies caballus are domesticated, but some domesticated populations live in the wild as feral horses.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
759:3,NA,NA,wow-t5,lake champlain forms half of vermont's western border with new york,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
838:5,NA,NA,wow-dodeca,the royal ballet is an internationally renowned classical ballet company,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
267:4,NA,NA,wow-controlled_t5,it is the second smallest state by population.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
166:7,NA,NA,wow-dodeca,"yes the city seal is a phoenix rising from ashes, which is a reference to the recoveries from four devastating fires",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
307:3,NA,NA,wow-controlled_t5,it was right round by flo rida,1,0,0,"Yes, I understand it.",,2,0
138:6,NA,NA,wow-controlled_t5,"initially gm denied it was a problem, but after being sued by a consumer group, gm relented and included overheating and blown head gaskets as a warranted item.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
278:5,NA,NA,wow-t5,"yes, there are many different subgroups of amish with most belonging, in ascending order of conservatism, to the beachy amish, new order, old order, or swartzentruber amish groups.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
544:3,NA,NA,wow-reference,well marshals were originally trusted members of the medieval courts in europe.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
600:6,NA,NA,wow-dinan_et_al,"it was originally called ""sing along with mitch"" and ""sing along with mitch""",0,0,0,"No, the response is unclear.",,4,-1
774:2,NA,NA,wow-dinan_et_al,it's a comedy film directed by brian robbins,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
8:7,NA,NA,wow-t5,it is a color intermediate between blue and red.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
620:1,NA,NA,wow-dinan_et_al,"i love the beach, it is a landform alongside a body of water",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
384:5,NA,NA,wow-dinan_et_al,"i am not sure, but the skateboarding market is worth $4. 4 billion.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
99:9,NA,NA,wow-t5,"yeah, i think it's very interesting that a person who travels and resides in a foreign country would also be regarded as being illiterate.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
935:3,NA,NA,wow-dinan_et_al,"i'm not sure, but i do know they were originally formed in 1981.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
462:3,NA,NA,wow-controlled_t5,it was popularized as a recreational drink during the chinese tang dynasty.,0,0,1,,,-1,-1
243:5,NA,NA,wow-dodeca,"i'm not sure, but lizards are a widespread group of squamate reptiles",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
903:9,NA,NA,wow-reference,i'm sure vets can specialize but i don't think they will have that in their job title as a veterinary physician.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
765:3,NA,NA,wow-reference,vegetarianism is where you don't eat any meat or seafood. some people still eat dairy but some do not,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
858:2,NA,NA,wow-controlled_t5,"yes, it can also incorporate other ingredients, such as breadcrumbs, meat and vegetables.",0,0,1,,,-1,-1
821:5,NA,NA,wow-controlled_t5,bon iver is an american indie folk band.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
389:2,NA,NA,wow-dinan_et_al,"no i haven't, but i know it's sad that it's called an orphan.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
712:6,NA,NA,wow-reference,"no each podcast is a different company/individual. the name ""podcast"" came from the combination of ""ipod"" and ""broadcast"" but it was originally called ""audioblogging""",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
53:4,NA,NA,wow-controlled_t5,they have won two american music awards and five iheartradio music awards,0,0,1,,,-1,-1
844:8,NA,NA,wow-t5,d&d is a role playing game where each player is assigned a specific character. it's a great way to play.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
319:2,NA,NA,wow-dinan_et_al,"i like them grilled, pan-fried, or broiled.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
926:2,NA,NA,wow-controlled_t5,it is the ultimate fighting championship.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
726:5,NA,NA,wow-reference,"lol. well the shape is merely the tradition. it is typically shaped like a loaf of bread, but it doesn't have to be. you can shape it any which way you choose.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
686:1,NA,NA,wow-controlled_t5,"yes, it is an american car manufactured by ford",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
811:6,NA,NA,wow-reference,motown record labels dropped him but atlantic signed him in 2009.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
688:1,NA,NA,wow-t5,it is a scripted american reality television series produced by sharp entertainment and aired on cable network tlc in the united states and canada.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
89:2,NA,NA,wow-controlled_t5,the headquarters are at the broadcasting house in london and it is the world's oldest national broadcasting organisation,1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
611:1,NA,NA,wow-reference,"yes, but i only wear them for vision correction, reading glasses, and i wear sunglasses.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
467:5,NA,NA,wow-dinan_et_al,"yes, they are responsible for inspecting their vehicles.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
964:7,NA,NA,wow-t5,"romaine is a common salad green, and is the usual lettuce used in caesar salad",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
300:1,NA,NA,wow-t5,i have not but i have watched a lot of netflix movies. it was first in 2013 when it first aired house of cards.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
67:3,NA,NA,wow-controlled_t5,new york times is a daily puzzle published in the newspaper.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
686:1,NA,NA,wow-dinan_et_al,"i haven't, but i know it's an american car manufactured by ford.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
299:7,NA,NA,wow-reference,i like that is has wi-fi and can connect to cell networks.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
306:2,NA,NA,wow-reference,"i love choreography dance, dance can be categorized and described by its choreography, by its repertoire of movements",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
65:4,NA,NA,wow-dodeca,he was created by robert kanigher and penciler carmine infantino.,1,0,0,"Yes, I understand it.",,2,0
695:2,NA,NA,wow-controlled_t5,it is the most specialised position in the sport,0,0,1,,,-1,-1
849:9,NA,NA,wow-dodeca,an electric guitar is a guitar that uses one or more pickups to convert the vibration of its strings into electrical signals.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
791:4,NA,NA,wow-dinan_et_al,"i'm not sure, but i do know that japan is divided into 47 prefectures in 47 prefectures.",1,0,0,"Yes, I understand it.","No, not fully attributable.",2,2
302:4,NA,NA,wow-dinan_et_al,they are native to tropical areas of mexico.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
88:2,NA,NA,wow-t5,it runs through virginia and north carolina counties,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
510:4,NA,NA,wow-dinan_et_al,artificial waves are used primarily for artificial waves.,0,0,0,"No, the response is unclear.",,5,-1
803:6,NA,NA,wow-controlled_t5,"they have been around for 2,500 years, but they have been around since the 1830s in great britain.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
963:6,NA,NA,wow-reference,haha that sounds fun. i have heard of goat yoga...in fact a friend is trying to get me to go to a class...but i'm not sure about that!,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
742:2,NA,NA,wow-controlled_t5,"usually it is caused by a mechanical problem, such as muscle or joint strain.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
485:5,NA,NA,wow-dodeca,the three hundred hand-built polo white corvette convertibles were produced for the 1953 model year.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
297:7,NA,NA,wow-controlled_t5,they are not recommended by the scholarly community,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
294:3,NA,NA,wow-reference,"good question! i know that there are more than seventy cat breeds, but i don't know what breed my cats are.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
