ex-idx,doc-url,doc-url-hash,model-name,output,INT,INT & AIS,Flagged,Q1,Q2,# agree (INT),# agree (AIS)
541:2,http://web.archive.org/web/20191122075423id_/https://en.wikipedia.org/wiki/Tim_Kaine_p32,NA,t5-small-no-evidence,tim kaine proposes a new grand strategy based on democracy promotion.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
943:1,http://web.archive.org/web/20191209235253id_/https://en.wikipedia.org/wiki/Pantera_p3,NA,t5-base-no-evidence,1986?,0,0,0,"No, the response is unclear.",,5,-1
2379:1,http://web.archive.org/web/20191202055307id_/https://en.wikipedia.org/wiki/Hot_air_balloon_p1,NA,t5-small-pretrained,1.1,0,0,0,"No, the response is unclear.",,5,-1
1036:2,http://web.archive.org/web/20191219112827id_/https://en.wikipedia.org/wiki/Ruth_Etting_p2,NA,t5-base-pretrained,where was ruth etting born?,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
721:1,http://web.archive.org/web/20190424211809id_/https://en.wikipedia.org/wiki/LayCool_p0,NA,t5-small-pretrained,laycool layla el,0,0,0,"No, the response is unclear.",,5,-1
466:2,"http://web.archive.org/web/20200103115734id_/https://en.wikipedia.org/wiki/Choir_of_King%27s_College,_Cambridge_p3",NA,t5-base-no-evidence,"reform, what was the reform about?",0,0,0,"No, the response is unclear.",,5,-1
1544:2,http://web.archive.org/web/20191122062000id_/https://en.wikipedia.org/wiki/Riddler_p15,NA,t5-small-no-evidence,in tony daniel's life after death“““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““““,0,0,0,"No, the response is unclear.",,5,-1
2224:3,http://web.archive.org/web/20190731112147id_/https://en.wikipedia.org/wiki/I_Write_the_Songs_p0,NA,t5-small-pretrained,wikipedia centralnotice i write the songs from wikipedia,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
2542:1,http://web.archive.org/web/20200104144920id_/https://en.wikipedia.org/wiki/The_Munsters_p6,NA,t5-base-pretrained,jack marshall,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2122:2,http://web.archive.org/web/20201111214149id_/https://en.wikipedia.org/wiki/List_of_Jersey_Shore_episodes_p5,NA,t5-small-no-evidence,"jersey shore was shot in miami beach, florida in april & may 2010.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
729:2,http://web.archive.org/web/20191031001513id_/https://en.wikipedia.org/wiki/Mark_Henry_p13,NA,t5-base-pretrained,sexual chocolate,0,0,0,"No, the response is unclear.",,5,-1
2542:1,http://web.archive.org/web/20200104144920id_/https://en.wikipedia.org/wiki/The_Munsters_p6,NA,t5-small-no-evidence,who did the theme song for the munsters.,0,0,0,"No, the response is unclear.",,5,-1
1523:1,http://web.archive.org/web/20191215123939id_/https://en.wikipedia.org/wiki/John_Morrison_(wrestler)_p22,NA,t5-base-no-evidence,john morrison did john morrison do?,0,0,0,"No, the response is unclear.",,5,-1
282:1,http://web.archive.org/web/20170511183332id_/https://en.wikipedia.org/wiki/A_Country_Star_is_Born_p0,NA,t5-base-pretrained,jessi colter,0,0,0,"No, the response is unclear.",,5,-1
2319:1,http://web.archive.org/web/20190823113356id_/https://www.visitisleofwight.co.uk/information/frequently-asked-questions_p4,NA,t5-base-no-evidence,where did isle of wight get its name,0,0,0,"No, the response is unclear.",,5,-1
721:1,http://web.archive.org/web/20190424211809id_/https://en.wikipedia.org/wiki/LayCool_p0,NA,t5-base-no-evidence,laycool who or what was laycool?,0,0,0,"No, the response is unclear.",,5,-1
707:2,http://web.archive.org/web/20191125172531id_/https://en.wikipedia.org/wiki/John_Adams_p6,NA,t5-small-no-evidence,where did john adams practice law??,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
972:3,http://web.archive.org/web/20191122075423id_/https://en.wikipedia.org/wiki/Tim_Kaine_p6,NA,t5-base-pretrained,virginia,0,0,0,"No, the response is unclear.",,5,-1
630:2,http://web.archive.org/web/20210223220011id_/https://en.wikipedia.org/wiki/Brian_Lynch_(basketball)_p0,NA,t5-small-no-evidence,kim clijsters is married to brian lynch.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
743:3,http://web.archive.org/web/20191225093721id_/https://en.wikipedia.org/wiki/Seabiscuit_p2,NA,t5-base-no-evidence,seabiscuit raced 35 times.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1769:1,http://web.archive.org/web/20191124070133id_/https://en.wikipedia.org/wiki/The_Rolling_Stones_p47,NA,t5-small-no-evidence,the rolling stones' legacy??,0,0,0,"No, the response is unclear.",,5,-1
16:3,https://medlineplus.gov/ency/patientinstructions/000085.htm_p0,NA,t5-small-pretrained,low blood sugar,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
451:1,http://web.archive.org/web/20191219104559id_/https://en.wikipedia.org/wiki/Vlade_Divac_p7,NA,t5-small-pretrained,yugoslavia,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
2078:3,http://blog.beachvillaresort.com/2010/_p3,NA,t5-base-pretrained,àstrid bergès-frisbey,1,0,0,"Yes, I understand it.","No, not fully attributable.",4,3
2040:3,http://web.archive.org/web/20190523130436id_/https://en.wikipedia.org/wiki/Millennium_(novel_series)_p0,NA,t5-base-no-evidence,"the girl with the dragon tattoo in 2005, the girl who played with fire in 2006, and the girl who kicked the hornets' nest in 2007.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
254:3,http://web.archive.org/web/20191218150239id_/https://en.wikipedia.org/wiki/Jeb_Bush_p8,NA,t5-small-pretrained,miguel recarey,0,0,0,"No, the response is unclear.",,5,-1
429:2,http://web.archive.org/web/20190319102849id_/https://en.wikipedia.org/wiki/My_Happiness_(Powderfinger_song)_p4,NA,t5-small-pretrained,"powderfinger perform ""my happiness"" in the background",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1903:3,http://web.archive.org/web/20200429013759id_/https://www.verywellhealth.com/jejunum-what-is-the-jejunum-3157103_p2,NA,t5-small-pretrained,where does most absorption occur in small intestinee,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
446:1,http://web.archive.org/web/20191216051116id_/https://en.wikipedia.org/wiki/Jeff_Dunham_p8,NA,t5-small-pretrained,spark of insanity,0,0,0,"No, the response is unclear.",,5,-1
2574:1,http://web.archive.org/web/20191224184627id_/https://en.wikipedia.org/wiki/That%27s_What_I_Like_(Bruno_Mars_song)_p0,NA,t5-small-pretrained,wikipedia,0,0,0,"No, the response is unclear.",,5,-1
1104:1,http://web.archive.org/web/20191107063434id_/https://en.wikipedia.org/wiki/Sam_Houston_p10,NA,t5-small-no-evidence,what year did the presidential election begin with sam houston?,0,0,0,"No, the response is unclear.",,5,-1
174:3,http://web.archive.org/web/20191124140531id_/https://en.wikipedia.org/wiki/Lou_Reed_p12,NA,t5-base-no-evidence,lou reed married british designer sylvia morales in 1980.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
1463:2,http://web.archive.org/web/20190902012259id_/https://en.wikipedia.org/wiki/Winger_(band)_p3,NA,t5-base-pretrained,winger iv,0,0,0,"No, the response is unclear.",,5,-1
1211:3,http://web.archive.org/web/20191114222900id_/https://en.wikipedia.org/wiki/Greg_LeMond_p3,NA,t5-small-pretrained,"greg lemond was born in lakewood, california.  where was greg lemond born?",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
649:3,http://web.archive.org/web/20191225211217id_/https://en.wikipedia.org/wiki/Dra%C5%BEen_Petrovi%C4%87_p9,NA,t5-base-no-evidence,"drazen petrovi ⁇ 's national team debut came at the age of 15, at the under-18 balkan championship in turkey, where the yugoslavian junior team won the bronze.",0,0,0,"No, the response is unclear.",,5,-1
1386:3,http://web.archive.org/web/20191201011232id_/https://en.wikipedia.org/wiki/Charles_Baudelaire_p7,NA,t5-base-pretrained,cimetière du montparnasse cemetery grave of baudelaire,0,0,0,"No, the response is unclear.",,5,-1
2074:3,http://web.archive.org/web/20191117112738id_/https://en.wikipedia.org/wiki/List_of_Premier_League_seasons_p0,NA,t5-base-no-evidence,"at the end of the 1994–19 season, the premier league was reduced from 22 teams to 20 teams.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,3
2257:2,http://derechomilitar.info/busty/matchmaking-god-of-mythology.php_p0,NA,t5-base-no-evidence,zeus was about 40 feet tall.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
947:2,http://web.archive.org/web/20191104020425id_/https://en.wikipedia.org/wiki/Parliament-Funkadelic_p0,NA,t5-base-pretrained,p-funk,0,0,0,"No, the response is unclear.",,5,-1
1498:2,http://web.archive.org/web/20160924150044id_/https://en.wikipedia.org/wiki/History_(The_Verve_song)_p0,NA,t5-base-pretrained,history,0,0,0,"No, the response is unclear.",,5,-1
2078:3,http://blog.beachvillaresort.com/2010/_p3,NA,t5-small-pretrained,àstrid bergès-frisbey and gemma ward play the mermaids in pirates of the caribbean on stranger tides,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
1856:3,http://web.archive.org/web/20191202210452id_/https://en.wikipedia.org/wiki/Dana_Rohrabacher_p25,NA,t5-small-pretrained,global warming rohrabacher doubts that global warming is caused by humans,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
1631:1,http://web.archive.org/web/20191126211057id_/https://en.wikipedia.org/wiki/Voltaire_p4,NA,t5-small-pretrained,voltaire,0,0,0,"No, the response is unclear.",,5,-1
886:3,http://web.archive.org/web/20191202172341id_/https://en.wikipedia.org/wiki/Ned_Kelly_p9,NA,t5-small-no-evidence,ned kelly was locked up for the night.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
573:3,http://web.archive.org/web/20191108071556id_/https://en.wikipedia.org/wiki/Screen_Actors_Guild_p0,NA,t5-small-no-evidence,"in 1925, the masquers club was formed by actors discontent with the grueling work hours at the hollywood studios.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
2346:3,http://web.archive.org/web/20191205034333id_/https://en.wikipedia.org/wiki/Presidential_Succession_Act_p0,NA,t5-small-no-evidence,the united states presidential line of succession follows with president pro tempore of the senate.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
2319:1,http://web.archive.org/web/20190823113356id_/https://www.visitisleofwight.co.uk/information/frequently-asked-questions_p4,NA,t5-base-pretrained,the correct spelling is 'wight' rather than 'isle of white',1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1127:3,http://web.archive.org/web/20191214040151id_/https://en.wikipedia.org/wiki/Dan_Wilson_(musician)_p2,NA,t5-base-pretrained,closing time,0,0,0,"No, the response is unclear.",,5,-1
1311:1,http://web.archive.org/web/20200211163558id_/https://en.wikipedia.org/wiki/Finian%27s_Rainbow_p4,NA,t5-small-no-evidence,is the significance of act ii of finian's rainbow??,0,0,0,"No, the response is unclear.",,5,-1
1890:2,http://web.archive.org/web/20190917205530id_/https://en.wikipedia.org/wiki/PJ_Harvey_p7,NA,t5-base-pretrained,mick harvey,0,0,0,"No, the response is unclear.",,5,-1
788:1,http://web.archive.org/web/20191127045152id_/https://en.wikipedia.org/wiki/Kevin_Spacey_p1,NA,t5-small-no-evidence,spacey between 2011 - 2017?,0,0,0,"No, the response is unclear.",,5,-1
224:3,http://www.radioswissclassic.ch/en/music-database/orchestra/126825a7a5815329be66a3b87354ba145cbe1c/biography_p11,NA,t5-small-pretrained,"which album is the wallflowers's rebel, sweetheart?",0,0,0,"No, the response is unclear.","No, not fully attributable.",3,-1
1986:3,https://gotirupati.com/ghati-subramanya-abhishekam/comment-page-5/_p0,NA,t5-small-no-evidence,there are plans for a railway station in meghalaya.,1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
2467:2,http://web.archive.org/web/20191130215446id_/https://en.wikipedia.org/wiki/Mass_flow_rate_p0,NA,t5-base-no-evidence,"the common m-dot symbol is used to notate the mass flow rate, the mass of a substance which passes per unit of time.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
1986:3,https://gotirupati.com/ghati-subramanya-abhishekam/comment-page-5/_p0,NA,t5-small-pretrained,there is no railway station in meghalaya,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
1138:3,http://web.archive.org/web/20191211172403id_/https://en.wikipedia.org/wiki/Big_Star_p14,NA,t5-base-pretrained,alex chilton,0,0,0,"No, the response is unclear.",,5,-1
2135:2,https://ew.com/tv/2017/05/16/once-upon-time-season-7-spoilers/_p1,NA,t5-small-pretrained,"natalie abrams may 16, 2017 at 1145 am edt fb twitter ellipsis more pinterest mail email iphone send text message print view comments once upon a time type tv show network abc genre fantasy, drama wondering what’s in store for the remaining heroes and villains of once upon a time next season?",0,0,0,"No, the response is unclear.",,4,-1
88:2,http://web.archive.org/web/20191110023521id_/https://en.wikipedia.org/wiki/Diosdado_Macapagal_p1,NA,t5-small-no-evidence,"diosdado macapagal served in the philippine house of representatives from december 30, 1949 to december 30, 1957.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
1422:2,http://web.archive.org/web/20191217184736id_/https://en.wikipedia.org/wiki/Johnny_Carson_p4,NA,t5-small-no-evidence,"after the primetime the johnny carson show failed, johnny carson moved to new york city.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
972:3,http://web.archive.org/web/20191122075423id_/https://en.wikipedia.org/wiki/Tim_Kaine_p6,NA,t5-small-no-evidence,virginia,0,0,0,"No, the response is unclear.",,5,-1
2233:2,http://web.archive.org/web/20200228031718id_/https://en.wikipedia.org/wiki/Mind_your_Ps_and_Qs_p1,NA,t5-base-pretrained,"mind your ps and qs is an english language expression meaning ""mind your manners"", ""mind your language"", ""be on your best behaviour"", ""watch what you're doing""",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2498:3,http://web.archive.org/web/20191212184056id_/https://en.wikipedia.org/wiki/French_Indochina_p2,NA,t5-small-pretrained,laos,0,0,0,"No, the response is unclear.",,5,-1
1553:2,http://web.archive.org/web/20191128044945id_/https://en.wikipedia.org/wiki/Matthew_Boulton_p20,NA,t5-base-no-evidence,matthew boulton was widely involved in civic activities in birmingham. his friend dr john ash had long sought to build a hospital in the town.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
1372:1,http://web.archive.org/web/20191222213556id_/https://en.wikipedia.org/wiki/Harold_Shipman_p1,NA,t5-small-pretrained,"bestwood council estate in nottingham , england",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2379:1,http://web.archive.org/web/20191202055307id_/https://en.wikipedia.org/wiki/Hot_air_balloon_p1,NA,t5-base-no-evidence,where was the first hot air balloon invented hot air balloon invented.,0,0,0,"No, the response is unclear.",,5,-1
1071:1,http://web.archive.org/web/20191212032949id_/https://en.wikipedia.org/wiki/Hound_Dog_(song)_p0,NA,t5-small-pretrained,jerry leiber and mike stoller,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
705:1,http://web.archive.org/web/20191026111312id_/https://en.wikipedia.org/wiki/Tinashe_p2,NA,t5-small-pretrained,tinashe joined the stunners,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
1132:1,http://web.archive.org/web/20191224222158id_/https://en.wikipedia.org/wiki/William_Goebel_p3,NA,t5-base-pretrained,1887,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
320:1,http://web.archive.org/web/20190926234154id_/https://en.wikipedia.org/wiki/Yip_Harburg_p2,NA,t5-base-pretrained,"harburg worked with composers harold arlen , vernon duke , jerome kern , jule styne , jule styne , and burton lane . in hollywood harburg worked with composers harold arlen , vernon duke , vernon duke , jerome kern , jule styne , and burt",0,0,0,"No, the response is unclear.",,5,-1
1523:1,http://web.archive.org/web/20191215123939id_/https://en.wikipedia.org/wiki/John_Morrison_(wrestler)_p22,NA,t5-small-pretrained,eurosport,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
1186:1,http://web.archive.org/web/20191028230608id_/https://en.wikipedia.org/wiki/Ugly_Kid_Joe_p1,NA,t5-small-pretrained,l.a. glam band pretty boy floyd,0,0,0,"No, the response is unclear.",,5,-1
147:1,https://kelleepratt.com/2013/11/11/hattie-mcdaniel-pioneer-character/?replytocom=659_p3,NA,t5-small-no-evidence,hattie mcdaniel die?,0,0,0,"No, the response is unclear.",,5,-1
1336:1,http://web.archive.org/web/20191219014953id_/https://en.wikipedia.org/wiki/Kurt_Warner_p14,NA,t5-small-no-evidence,kurt warner played for the 2009 season?,0,0,0,"No, the response is unclear.",,4,-1
630:2,http://web.archive.org/web/20210223220011id_/https://en.wikipedia.org/wiki/Brian_Lynch_(basketball)_p0,NA,t5-small-pretrained,brian robert lynch,0,0,0,"No, the response is unclear.",,5,-1
2040:2,http://glabra.ga/doc/files_551_p15,NA,t5-small-no-evidence,"the girl who played with fire in 2006, and the girl who kicked the hornets' nest in 2007.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
772:3,http://web.archive.org/web/20191129174920id_/https://en.wikipedia.org/wiki/Miyamoto_Musashi_p4,NA,t5-small-pretrained,1584,0,0,0,"No, the response is unclear.",,5,-1
75:3,http://web.archive.org/web/20200223002038id_/https://wanderingbull.com/turkey-feathers-history/_p2,NA,t5-small-no-evidence,"once imported, europeans came to call the guinea fowl the turkey-cock or turkey-hen, because the bird came from the turks.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
664:3,http://web.archive.org/web/20191128200020id_/https://en.wikipedia.org/wiki/John_Belushi_p3,NA,t5-small-pretrained,1975,0,0,0,"No, the response is unclear.",,5,-1
1327:1,http://web.archive.org/web/20190811052019id_/https://en.wikipedia.org/wiki/Columbus_Delano_p1,NA,t5-small-pretrained,"delano supported the slaughter to near extinction of the vast buffalo herds , which were essential to the maintenance of the plains indians ' way of life",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
466:3,"http://web.archive.org/web/20200103115734id_/https://en.wikipedia.org/wiki/Choir_of_King%27s_College,_Cambridge_p3",NA,t5-small-pretrained,by the 1860s it was recognised that musical standards in the choir needed improvement  what was the reform about?,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
2404:3,http://web.archive.org/web/20191219105727id_/https://en.wikipedia.org/wiki/Detroit_Pistons_p0,NA,t5-small-no-evidence,"the detroit pistons have won three nba championships 1989, 1990 and 2004.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
618:1,http://web.archive.org/web/20191020170743id_/https://en.wikipedia.org/wiki/Edge_(wrestler)_p4,NA,t5-small-pretrained,copeland made $210 per week while working for wwf without an official contract .,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
224:3,http://www.radioswissclassic.ch/en/music-database/orchestra/126825a7a5815329be66a3b87354ba145cbe1c/biography_p11,NA,t5-small-no-evidence,"rebel,sweetheart is the wallflowers' fifth album.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
528:3,http://web.archive.org/web/20191130222406id_/https://en.wikipedia.org/wiki/John_W._Campbell_p11,NA,t5-base-pretrained,"pseudoscience, parapsychology, and politics",0,0,0,"No, the response is unclear.",,5,-1
2546:2,http://web.archive.org/web/20201127020131id_/http://en.wikipedia.org/wiki/Kevin_Malone_p4,NA,t5-base-no-evidence,kevin malone bet on to win an oscar.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
2346:3,http://web.archive.org/web/20191205034333id_/https://en.wikipedia.org/wiki/Presidential_Succession_Act_p0,NA,t5-base-pretrained,who takes over as president if the speaker of the house dies,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
359:1,http://web.archive.org/web/20191125130932id_/https://en.wikipedia.org/wiki/Sheila_E._p2,NA,t5-base-pretrained,"let's go crazy , "" erotic city """,0,0,0,"No, the response is unclear.",,5,-1
2725:1,http://link.winneconnelibrary.org/portal/Batman-v-Superman--dawn-of-justice-Warner-Bros./leqWH7c0g20/_p0,NA,t5-base-pretrained,zack snyder,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1982:2,https://mlp.fandom.com/wiki/Mad_Men_ponies_p2,NA,t5-small-no-evidence,peggy olson finds herself working again with don draper at sterling cooper & partners.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
883:3,http://web.archive.org/web/20191227190434id_/https://en.wikipedia.org/wiki/Bolt_Thrower_p4,NA,t5-base-no-evidence,where did bolt thrower tour?,1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
61:2,http://web.archive.org/web/20191201191845id_/https://en.wikipedia.org/wiki/Avengers_(comics)_p0,NA,t5-small-no-evidence,"the avengers originally consisted of ant-man, the hulk, iron man, and the wasp.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
1662:3,http://web.archive.org/web/20191128070411id_/https://en.wikipedia.org/wiki/Romani_people_p6,NA,t5-base-pretrained,the medieval french,0,0,0,"No, the response is unclear.",,4,-1
2037:2,http://web.archive.org/web/20191215034143id_/https://en.wikipedia.org/wiki/Tagetes_erecta_p4,NA,t5-base-no-evidence,the flower of the dead is called flor de muertos in mexico.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
883:3,http://web.archive.org/web/20191227190434id_/https://en.wikipedia.org/wiki/Bolt_Thrower_p4,NA,t5-small-pretrained,1995 and 1996 they went on two european tours,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2125:2,https://wikivisually.com/wiki/Wah_Ching_p15,NA,t5-small-pretrained,simplified chinese characters,0,0,0,"No, the response is unclear.",,5,-1
1982:2,https://mlp.fandom.com/wiki/Mad_Men_ponies_p2,NA,t5-base-pretrained,pegasus olsen resembles peggy olson,0,0,0,"No, the response is unclear.",,4,-1
1228:3,http://web.archive.org/web/20190802094638id_/https://en.wikipedia.org/wiki/Olivia_Dunham_p8,NA,t5-small-pretrained,fauxlivia,0,0,0,"No, the response is unclear.",,5,-1
1914:3,http://web.archive.org/web/20191221190414id_/https://www.ancient.eu/Timbuktu/_p6,NA,t5-small-no-evidence,timbuktu was fed by the trade along both the east and west branches of this great water highway.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
971:1,http://votersedge.nbcchicago.com/il/en/ballot/election/area/43/contests/contest/12572?election_authority_id=117_p2,NA,t5-base-pretrained,harvard,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
965:1,http://web.archive.org/web/20191122184645id_/https://en.wikipedia.org/wiki/Edward_Weston_p27,NA,t5-small-no-evidence,was edward weston a writer or were things written about him?,0,0,0,"No, the response is unclear.",,5,-1
2198:2,http://web.archive.org/web/20191205233036id_/https://en.wikipedia.org/wiki/Married_at_First_Sight_(American_TV_series)_p0,NA,t5-base-no-evidence,australian married at first sight couples still together.,0,0,0,"No, the response is unclear.",,5,-1
2319:1,http://web.archive.org/web/20190823113356id_/https://www.visitisleofwight.co.uk/information/frequently-asked-questions_p4,NA,t5-small-pretrained,wight' rather than 'isle of white',0,0,0,"No, the response is unclear.",,5,-1
2135:2,https://ew.com/tv/2017/05/16/once-upon-time-season-7-spoilers/_p1,NA,t5-base-pretrained,chevron right tv chevron right once upon a time reveals new details on season 7 once upon a time season 7,0,0,0,"No, the response is unclear.",,5,-1
649:3,http://web.archive.org/web/20191225211217id_/https://en.wikipedia.org/wiki/Dra%C5%BEen_Petrovi%C4%87_p9,NA,t5-small-pretrained,"drazen petrovi ⁇ 's national team debut came at the age of 15, at the under-18 balkan championship in turkey, where the yugoslavian junior team won the bronze .",0,0,0,"No, the response is unclear.",,5,-1
32:1,http://web.archive.org/web/20200806211522id_/https://www.sharks-world.com/types_of_sharks/_p0,NA,t5-small-pretrained,angel sharks,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
427:1,http://web.archive.org/web/20191213013004id_/https://en.wikipedia.org/wiki/John_Mayer_p27,NA,t5-base-pretrained,"toys for tots , inner city arts and the los angeles mission",0,0,0,"No, the response is unclear.",,4,-1
1440:2,http://web.archive.org/web/20191206025853id_/https://en.wikipedia.org/wiki/Nightcrawler_%28comics%29_p19,NA,t5-small-no-evidence,nightcrawler's biological mother.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
2135:2,https://ew.com/tv/2017/05/16/once-upon-time-season-7-spoilers/_p1,NA,t5-small-no-evidence,"season 7 premiered on october 6, 2017.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
1281:3,http://web.archive.org/web/20191224202928id_/https://en.wikipedia.org/wiki/Willie_Stargell_p7,NA,t5-small-no-evidence,willie stargell held the record for the longest home run in nearly half of the nl parks.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
1127:3,http://web.archive.org/web/20191214040151id_/https://en.wikipedia.org/wiki/Dan_Wilson_(musician)_p2,NA,t5-small-pretrained,wilson with semisonic,0,0,0,"No, the response is unclear.",,5,-1
88:2,http://web.archive.org/web/20191110023521id_/https://en.wikipedia.org/wiki/Diosdado_Macapagal_p1,NA,t5-base-pretrained,diosdado pangan macapagal sr.,0,0,0,"No, the response is unclear.",,5,-1
2711:3,http://web.archive.org/web/20190528233550id_/https://en.wikipedia.org/wiki/Glenn_Medeiros_p0,NA,t5-small-no-evidence,"in 2009, the 1987 cover version of nothing's gonna change my love for you by american singer glenn medeiros was used in france in television advert for spontex sponges.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
2283:3,http://web.archive.org/web/20191220004057id_/https://en.wikipedia.org/wiki/Edmonton_Oilers_p0,NA,t5-base-no-evidence,hockey hockey team have won 5 stanley cups.,0,0,0,"No, the response is unclear.",,4,-1
1637:2,http://web.archive.org/web/20191130003814id_/https://en.wikipedia.org/wiki/Lisa_Marie_Presley_p14,NA,t5-base-no-evidence,lisa marie presley joined scientology in 1977.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1184:1,http://web.archive.org/web/20191208010000id_/https://en.wikipedia.org/wiki/The_Devil_Wears_Prada_(band)_p3,NA,t5-small-pretrained,with roots above and branches below,0,0,0,"No, the response is unclear.",,5,-1
2661:3,http://web.archive.org/web/20200107062414id_/https://en.wikipedia.org/wiki/You%27ll_Never_Walk_Alone_p0,NA,t5-base-pretrained,1945,0,0,0,"No, the response is unclear.",,5,-1
282:1,http://web.archive.org/web/20170511183332id_/https://en.wikipedia.org/wiki/A_Country_Star_is_Born_p0,NA,t5-base-no-evidence,did jessi colter produce any albums?,0,0,0,"No, the response is unclear.",,5,-1
630:2,http://web.archive.org/web/20210223220011id_/https://en.wikipedia.org/wiki/Brian_Lynch_(basketball)_p0,NA,t5-base-no-evidence,kim kim clijsters is married to brian lynch.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
1210:2,http://web.archive.org/web/20191105085140id_/https://en.wikipedia.org/wiki/Avenged_Sevenfold_p5,NA,t5-base-no-evidence,"on october 30, 2007, avenged sevenfold released their self-titled album, the band's fourth studio album.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1678:3,http://web.archive.org/web/20190420114036id_/https://en.wikipedia.org/wiki/Dancing_Undercover_p3,NA,t5-small-pretrained,what songs did ratt make in the early years?,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
693:2,http://web.archive.org/web/20191210014737id_/https://en.wikipedia.org/wiki/Zorro_p0,NA,t5-base-pretrained,zorro,0,0,0,"No, the response is unclear.",,5,-1
2037:2,http://web.archive.org/web/20191215034143id_/https://en.wikipedia.org/wiki/Tagetes_erecta_p4,NA,t5-base-pretrained,cempas ⁇ chil,0,0,0,"No, the response is unclear.",,5,-1
649:3,http://web.archive.org/web/20191225211217id_/https://en.wikipedia.org/wiki/Dra%C5%BEen_Petrovi%C4%87_p9,NA,t5-small-no-evidence,"drazen petrovi ⁇ 's national team debut came at the age of 15, at the under-18 balkan championship in turkey.",0,0,0,"No, the response is unclear.",,5,-1
